STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,spdeps,Main expenditure type,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,CZ,Czechia,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,CZ,Czechia,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,CZ,Czechia,2020,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,CZ,Czechia,2021,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,CZ,Czechia,2022,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,CZ,Czechia,2023,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DE,Germany,2014,,53.66,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DE,Germany,2015,,46.25,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DE,Germany,2016,,50.5,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DE,Germany,2017,,57.71,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DE,Germany,2018,,56.86,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DE,Germany,2019,,55.71,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DE,Germany,2020,,58.14,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DE,Germany,2021,,61.56,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DE,Germany,2022,,67.63,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DE,Germany,2023,,74.13,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DK,Denmark,2014,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DK,Denmark,2015,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DK,Denmark,2016,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DK,Denmark,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DK,Denmark,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DK,Denmark,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,DK,Denmark,2020,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA19,Euro area - 19 countries  (2015-2022),2014,,78.7,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA19,Euro area - 19 countries  (2015-2022),2015,,72.54,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA19,Euro area - 19 countries  (2015-2022),2016,,98.56,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA19,Euro area - 19 countries  (2015-2022),2017,,98.84,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA19,Euro area - 19 countries  (2015-2022),2018,,83.52,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA19,Euro area - 19 countries  (2015-2022),2019,,86.07,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA19,Euro area - 19 countries  (2015-2022),2020,,155.78,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA19,Euro area - 19 countries  (2015-2022),2021,,169.58,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA19,Euro area - 19 countries  (2015-2022),2022,,135.33,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA19,Euro area - 19 countries  (2015-2022),2023,,145.18,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA20,Euro area – 20 countries (from 2023),2014,,77.77,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA20,Euro area – 20 countries (from 2023),2015,,71.69,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA20,Euro area – 20 countries (from 2023),2016,,97.44,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA20,Euro area – 20 countries (from 2023),2017,,97.73,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA20,Euro area – 20 countries (from 2023),2018,,82.61,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA20,Euro area – 20 countries (from 2023),2019,,85.14,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA20,Euro area – 20 countries (from 2023),2020,,154.08,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA20,Euro area – 20 countries (from 2023),2021,,167.74,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA20,Euro area – 20 countries (from 2023),2022,,133.89,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EA20,Euro area – 20 countries (from 2023),2023,,143.63,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EE,Estonia,2014,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EE,Estonia,2015,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EE,Estonia,2016,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EE,Estonia,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EE,Estonia,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EE,Estonia,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EE,Estonia,2020,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EE,Estonia,2021,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EE,Estonia,2022,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EE,Estonia,2023,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EL,Greece,2014,,9.45,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EL,Greece,2015,,9.91,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EL,Greece,2016,,9.91,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EL,Greece,2017,,9.92,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EL,Greece,2018,,7.45,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EL,Greece,2019,,8.71,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EL,Greece,2020,,9.65,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EL,Greece,2021,,13.75,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EL,Greece,2022,,11.7,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EL,Greece,2023,,12.37,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,ES,Spain,2014,,0.53,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,ES,Spain,2015,,0.67,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,ES,Spain,2016,,0.97,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,ES,Spain,2017,,0.85,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,ES,Spain,2018,,0.8,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,ES,Spain,2019,,0.81,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,ES,Spain,2020,,0.69,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,ES,Spain,2021,,0.83,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,ES,Spain,2022,,0.76,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,ES,Spain,2023,,0.47,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2007,European Union - 27 countries (2007-2013),2014,,53.14,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2007,European Union - 27 countries (2007-2013),2015,,48.99,,b,break in time series,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2007,European Union - 27 countries (2007-2013),2016,,68.95,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2007,European Union - 27 countries (2007-2013),2017,,68.29,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2007,European Union - 27 countries (2007-2013),2018,,57.41,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2020,European Union - 27 countries (from 2020),2014,,60.42,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2020,European Union - 27 countries (from 2020),2015,,55.74,,b,break in time series,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2020,European Union - 27 countries (from 2020),2016,,78.54,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2020,European Union - 27 countries (from 2020),2017,,77.85,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2020,European Union - 27 countries (from 2020),2018,,65.5,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2020,European Union - 27 countries (from 2020),2019,,66.27,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2020,European Union - 27 countries (from 2020),2020,,119.77,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2020,European Union - 27 countries (from 2020),2021,,130.83,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2020,European Union - 27 countries (from 2020),2022,,104.62,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU27_2020,European Union - 27 countries (from 2020),2023,,112.15,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU28,European Union - 28 countries (2013-2020),2014,,52.72,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU28,European Union - 28 countries (2013-2020),2015,,48.61,,b,break in time series,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU28,European Union - 28 countries (2013-2020),2016,,68.44,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU28,European Union - 28 countries (2013-2020),2017,,67.79,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,EU28,European Union - 28 countries (2013-2020),2018,,57,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FI,Finland,2014,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FI,Finland,2015,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FI,Finland,2016,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FI,Finland,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FI,Finland,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FI,Finland,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FI,Finland,2020,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FI,Finland,2021,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FI,Finland,2022,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FI,Finland,2023,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FR,France,2014,,123.14,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FR,France,2015,,116.26,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FR,France,2016,,207.9,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FR,France,2017,,205.31,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FR,France,2018,,171.63,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FR,France,2019,,188.89,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FR,France,2020,,330.29,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FR,France,2021,,427.34,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FR,France,2022,,377.46,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,FR,France,2023,,429.55,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,HR,Croatia,2014,,2.95,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,HR,Croatia,2015,,2.49,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,HR,Croatia,2016,,4.68,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,HR,Croatia,2017,,4.47,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,HR,Croatia,2018,,4.54,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,EUR_HAB,Euro per inhabitant,HR,Croatia,2019,,4.63,,,,,
